teacher_id,school_id,district_id,triplet_id,year,tested,interviewed,treatment,SD,quota,certified,PAID,TARGET,NOTELIGIBLE,ngscore,S1,pursue,secondjob,secondjobhours,base_pay,additional_pay,certification_pay,totalpay,problems,happy,absent,quota_year
2791,224,13,75,3,tested,interviewed,treatment,primary school,not in quota,not certified,0,0,0,2.1357591,bachelor's degree,0,no second job,0,,0,0,,yes,no,0,
2844,230,13,77,2,tested,interviewed,control,primary school,not in quota,not certified,0,0,1,.60736424,no bachelor's degree,1,no second job,0,.15,0,0,.15000001,yes,no,0,
2844,230,13,77,3,tested,interviewed,control,primary school,not in quota,not certified,0,0,1,1.0596646,bachelor's degree,0,no second job,0,.15,0,0,.15000001,yes,no,0,
2844,230,13,77,0,tested,interviewed,control,primary school,not in quota,not certified,0,0,1,-.91255796,no bachelor's degree,,no second job,0,.15,0,0,.15000001,,,0,
2853,230,13,77,0,tested,interviewed,control,primary school,not in quota,not certified,0,0,1,-1.4062663,no bachelor's degree,,no second job,0,.15,0,0,.15000001,,,0,
2853,230,13,77,3,tested,interviewed,control,primary school,not in quota,not certified,0,0,1,.13729779,bachelor's degree,0,second job,2,.15,0,0,.15000001,yes,no,0,
2853,230,13,77,2,tested,interviewed,control,primary school,not in quota,not certified,0,0,1,.27786535,bachelor's degree,0,no second job,0,.15,0,0,.15000001,yes,no,0,
2847,230,13,77,2,not tested,not interviewed,control,primary school,,,0,1,0,,,,,,,,,,,,,
2847,230,13,77,3,tested,interviewed,control,primary school,in quota,certified,0,1,0,-1.3999802,no bachelor's degree,0,second job,6,3.0309,1.148451,0,4.1793509,no,yes,0,2011
2847,230,13,77,0,tested,interviewed,control,primary school,not in quota,not certified,0,1,0,-2.2291138,no bachelor's degree,,second job,2,2.5518,.90945202,0,3.461252,,,1,
2852,230,13,77,2,not tested,not interviewed,control,primary school,,,,1,0,,,,,,,,,,,,,
2852,230,13,77,0,tested,interviewed,control,primary school,not in quota,not certified,0,1,0,-1.5708358,bachelor's degree,,no second job,0,2.3323,.82272202,0,3.1550219,,,0,
2850,230,13,77,2,tested,interviewed,control,primary school,not in quota,not certified,0,1,0,-.38113236,no bachelor's degree,1,no second job,0,2.6868,.99138999,0,3.67819,yes,yes,0,
2850,230,13,77,0,tested,interviewed,control,primary school,not in quota,not certified,0,1,0,-.91255796,no bachelor's degree,,no second job,0,2.5518,.855452,0,3.4072521,,,0,
2850,230,13,77,3,tested,interviewed,control,primary school,in quota,certified,0,1,0,-.63134134,no bachelor's degree,1,no second job,0,3.1148,1.16758,0,4.2823801,yes,yes,0,2011
2846,230,13,77,0,tested,interviewed,control,primary school,not in quota,not certified,0,1,0,-1.2416968,no bachelor's degree,,no second job,0,2.6144,.87192798,0,3.4863279,,,0,
2846,230,13,77,3,tested,interviewed,control,primary school,in quota,certified,0,1,0,-1.3999802,bachelor's degree,0,no second job,0,3.2009,1.066141,0,4.2670412,yes,yes,0,2011
2846,230,13,77,2,tested,interviewed,control,primary school,in quota,not certified,0,1,0,-.0516335,no bachelor's degree,1,no second job,0,2.8204,.89712,0,3.71752,yes,yes,0,2011
2851,230,13,77,0,tested,not interviewed,control,primary school,,,,,,-1.4062663,,,,,,,,,,,,
2851,230,13,77,2,not tested,not interviewed,control,primary school,,,,,,,,,,,,,,,,,,
2848,230,13,77,0,tested,not interviewed,control,primary school,,,,,,-1.7354053,,,,,,,,,,,,
2848,230,13,77,2,not tested,not interviewed,control,primary school,,,,,,,,,,,,,,,,,,
2845,230,13,77,0,tested,not interviewed,control,primary school,,,0,,,-1.4062663,,,,,,,,,,,,
2845,230,13,77,2,not tested,not interviewed,control,primary school,,,0,,,,,,,,,,,,,,,
2845,230,13,77,3,tested,interviewed,control,primary school,not in quota,not certified,0,,,-1.5537081,bachelor's degree,0,second job,,.15,0,0,.15000001,no,no,0,
2849,230,13,77,0,tested,not interviewed,control,primary school,,,,,0,-1.0771275,,,,,,,,,,,,
2849,230,13,77,2,not tested,not interviewed,control,primary school,,,,,0,,,,,,,,,,,,,
2854,230,13,77,2,tested,interviewed,control,primary school,not in quota,not certified,0,0,1,-.0516335,no bachelor's degree,0,no second job,0,.083,0,0,.082999997,yes,no,0,
2858,231,13,77,2,tested,interviewed,treatment,primary school,not in quota,not certified,0,0,1,1.9253598,bachelor's degree,0,no second job,0,2.3354,.88019001,0,3.21559,yes,yes,0,
2858,231,13,77,0,tested,interviewed,treatment,primary school,not in quota,not certified,0,0,1,.40399808,no bachelor's degree,,no second job,0,1.8693,.75790203,0,2.627202,,,0,
2858,231,13,77,3,tested,interviewed,treatment,primary school,in quota,not certified,0,0,1,1.5208478,bachelor's degree,0,no second job,0,2.6223,.55919999,0,3.1815,yes,yes,0,2012
2859,231,13,77,3,tested,interviewed,treatment,primary school,in quota,certified,1,1,0,.29102546,bachelor's degree,0,second job,,3.7499,.62120003,2.2763,6.6473999,no,yes,0,2009
2859,231,13,77,2,tested,interviewed,treatment,primary school,in quota,certified,1,1,0,.44261491,bachelor's degree,0,no second job,0,3.2894,1.07575,2.0833,6.4484501,no,yes,0,2009
2859,231,13,77,0,tested,interviewed,treatment,primary school,in quota,not certified,0,1,0,.23942859,no bachelor's degree,,no second job,0,2.6786,.93321002,0,3.61181,,,0,2009
2860,231,13,77,0,tested,interviewed,treatment,primary school,in quota,not certified,0,1,0,-1.7354053,no bachelor's degree,,second job,0,2.7444,.84522802,0,3.589628,,,0,2009
2860,231,13,77,2,tested,interviewed,treatment,primary school,in quota,certified,1,1,0,-1.04013,no bachelor's degree,0,second job,10,3.28994,.95340002,2.0833,6.3266401,yes,yes,0,2009
2860,231,13,77,3,not tested,not interviewed,treatment,primary school,,,1,1,0,,,,,,,,,,,,,
2857,231,13,77,3,tested,interviewed,treatment,primary school,in quota,not certified,0,0,1,.29102546,bachelor's degree,0,no second job,0,2.8517,.55919999,0,3.4108999,yes,yes,0,2012
2857,231,13,77,0,tested,interviewed,treatment,primary school,not in quota,not certified,0,0,1,-.089710355,no bachelor's degree,,no second job,0,1.9962,.77566803,0,2.771868,,,0,
2857,231,13,77,2,tested,interviewed,treatment,primary school,not in quota,not certified,0,0,1,1.1016126,bachelor's degree,0,no second job,0,2.4342,.89402002,0,3.3282201,yes,yes,0,
2856,231,13,77,2,tested,interviewed,treatment,primary school,not in quota,not certified,0,0,1,1.9253598,bachelor's degree,0,no second job,0,2.0645,.38356,0,2.44806,yes,yes,0,
2856,231,13,77,0,tested,interviewed,treatment,primary school,not in quota,not certified,0,0,1,.73313701,no bachelor's degree,,second job,1,1.7085,.3283,0,2.0367999,,,0,
2856,231,13,77,3,tested,interviewed,treatment,primary school,in quota,not certified,0,0,1,1.6745758,bachelor's degree,0,second job,4,2.1216,.38499999,0,2.5065999,yes,no,0,2012
2861,231,13,77,2,tested,interviewed,treatment,primary school,in quota,certified,1,1,0,1.9253598,bachelor's degree,0,no second job,0,2.2114,.86282998,1.75,4.8242302,yes,yes,0,2009
2861,231,13,77,3,tested,interviewed,treatment,primary school,in quota,certified,1,1,0,1.6745758,bachelor's degree,0,second job,21,2.5906,.55919999,2.0023,5.1521001,yes,yes,0,2009
2861,231,13,77,0,tested,interviewed,treatment,primary school,in quota,not certified,0,1,0,1.8851234,bachelor's degree,,no second job,0,1.9017,.762438,0,2.6641381,,,0,2009
2855,231,13,77,2,not tested,not interviewed,treatment,primary school,,,1,0,0,,,,,,,,,,,,,
2855,231,13,77,0,tested,interviewed,treatment,primary school,in quota,certified,1,0,0,.40399808,bachelor's degree,,no second job,0,2.431,1.01954,1.654,5.1045399,,,0,2006
2882,233,13,78,0,tested,interviewed,control,primary school,not in quota,not certified,0,1,0,.89770651,no bachelor's degree,,second job,0,2.7444,.69241601,0,3.436816,,,0,
2882,233,13,78,2,tested,interviewed,control,primary school,not in quota,not certified,0,1,0,.27786535,no bachelor's degree,0,no second job,0,3.2894,1.1906,0,4.48,no,yes,0,
2882,233,13,78,3,tested,interviewed,control,primary school,in quota,certified,0,1,0,-.17015781,no bachelor's degree,0,no second job,0,3.7876,1.331019,0,5.118619,yes,no,1,2011
2876,233,13,78,3,tested,interviewed,control,primary school,not in quota,not certified,0,0,1,-.32388571,no bachelor's degree,1,second job,3,1.9333,.83046299,0,2.763763,yes,no,0,
2876,233,13,78,2,tested,interviewed,control,primary school,not in quota,not certified,0,0,1,.60736424,no bachelor's degree,1,second job,3,1.7022,.77841902,0,2.480619,yes,no,0,
2876,233,13,78,0,tested,interviewed,control,primary school,not in quota,not certified,0,0,1,.56856751,no bachelor's degree,,no second job,0,1.4374,.65723598,0,2.094636,,,1,
2879,233,13,78,0,tested,interviewed,control,primary school,not in quota,not certified,0,0,1,.56856751,no bachelor's degree,,no second job,0,2.3323,.88272202,0,3.2150221,,,0,
2879,233,13,78,2,tested,interviewed,control,primary school,not in quota,not certified,0,0,1,-.71063119,no bachelor's degree,0,second job,3,2.87,1.109497,0,3.979497,no,no,0,
2879,233,13,78,3,tested,interviewed,control,primary school,not in quota,not certified,0,0,1,-1.2462525,no bachelor's degree,1,no second job,0,3.1747,1.1821899,0,4.3568897,no,yes,0,
2875,233,13,78,0,tested,interviewed,control,primary school,in quota,not certified,0,1,0,-.91255796,bachelor's degree,,no second job,0,2.49007,.90689802,0,3.3969681,,,0,2009
2875,233,13,78,2,tested,interviewed,control,primary school,in quota,certified,1,1,0,-.71063119,bachelor's degree,0,no second job,0,2.9494,1.028156,2.22904,6.2065959,no,no,0,2009
2875,233,13,78,3,tested,interviewed,control,primary school,in quota,certified,1,1,0,-.17015781,bachelor's degree,0,no second job,0,3.2694,1.205236,2.6,7.074636,yes,yes,0,2009
2877,233,13,78,0,tested,interviewed,control,primary school,in quota,not certified,0,1,0,.56856751,bachelor's degree,,second job,2,2.5518,.915452,0,3.467252,,,1,2009
2877,233,13,78,3,tested,interviewed,control,primary school,in quota,certified,1,1,0,-.32388571,bachelor's degree,0,second job,2,3.5711,1.1480629,2.72,7.4391627,no,yes,0,2009
2877,233,13,78,2,tested,interviewed,control,primary school,in quota,certified,1,1,0,.27786535,bachelor's degree,0,second job,12,3.1148,1.037698,2.7528,6.9052982,no,yes,0,2009
2880,233,13,78,3,tested,interviewed,control,primary school,in quota,not certified,0,1,0,-.016430127,bachelor's degree,0,no second job,0,3.0458,1.086367,0,4.1321669,yes,no,0,2012
2880,233,13,78,2,tested,interviewed,control,primary school,not in quota,not certified,0,1,0,-1.04013,bachelor's degree,0,no second job,0,2.6794,.92835599,0,3.6077559,yes,no,0,
2880,233,13,78,0,tested,interviewed,control,primary school,not in quota,not certified,0,1,0,1.5559844,bachelor's degree,,no second job,0,2.1317,.79463702,0,2.926337,,,0,
2881,233,13,78,2,not tested,not interviewed,control,primary school,,,,,,,,,,,,,,,,,,
2878,233,13,78,3,tested,interviewed,control,primary school,not in quota,not certified,0,0,1,-.63134134,no bachelor's degree,1,no second job,0,1.8011,.375727,0,2.176827,yes,no,0,
2878,233,13,78,2,tested,interviewed,control,primary school,not in quota,not certified,0,0,1,-.2163828,no bachelor's degree,1,no second job,0,1.6118,.364526,0,1.976326,no,no,0,
2878,233,13,78,0,tested,not interviewed,control,primary school,,,0,0,1,.56856751,,,,,,,,,,,,
2885,234,13,78,2,tested,interviewed,treatment,primary school,not in quota,not certified,0,0,1,2.2548585,bachelor's degree,0,no second job,0,2.9494,.91017997,0,3.85958,yes,yes,0,
2885,234,13,78,0,tested,interviewed,treatment,primary school,not in quota,not certified,0,0,1,-.41884953,no bachelor's degree,,no second job,0,2.3896,.83021402,0,3.2198141,,,1,
2885,234,13,78,3,tested,interviewed,treatment,primary school,in quota,certified,0,0,1,.44475338,bachelor's degree,0,no second job,0,3.0304,1.045526,0,4.0759258,yes,yes,0,2012
2886,234,13,78,2,tested,interviewed,treatment,primary school,not in quota,not certified,0,0,1,2.5843575,no bachelor's degree,0,no second job,0,2.6418,.92309201,0,3.5648921,yes,no,1,
2886,234,13,78,0,tested,interviewed,treatment,primary school,not in quota,not certified,0,0,1,-.58341897,no bachelor's degree,,second job,8,2.2377,.80947,0,3.0471699,,,0,
2886,234,13,78,3,tested,interviewed,treatment,primary school,not in quota,not certified,0,0,1,-.17015781,no bachelor's degree,0,second job,12,2.7148,.93927199,0,3.654072,yes,no,0,
2894,234,13,78,3,tested,interviewed,treatment,primary school,in quota,certified,1,1,0,-.32388571,no bachelor's degree,1,no second job,0,3.2894,.47705001,2.64758,6.4140301,no,yes,0,2010
2894,234,13,78,2,tested,interviewed,treatment,primary school,in quota,certified,1,1,0,1.7606103,no bachelor's degree,0,no second job,0,3.2009,.44556001,2.5,6.1464601,yes,yes,1,2010
2894,234,13,78,0,tested,interviewed,treatment,primary school,in quota,not certified,0,1,0,-1.0771275,no bachelor's degree,,no second job,0,2.6786,.43138,0,3.1099801,,,0,2009
2884,234,13,78,2,not tested,not interviewed,treatment,primary school,,,,1,0,,,,,,,,,,,,,
2884,234,13,78,0,tested,interviewed,treatment,primary school,not in quota,not certified,0,1,0,-.58341897,no bachelor's degree,,second job,11,2.7444,.74808401,0,3.4924841,,,0,
2888,234,13,78,2,tested,interviewed,treatment,primary school,in quota,certified,1,1,0,2.2548585,no bachelor's degree,0,second job,14,3.2009,.942788,2.3355,6.479188,yes,yes,0,2010
2888,234,13,78,3,tested,interviewed,treatment,primary school,in quota,certified,1,1,0,-.63134134,no bachelor's degree,0,second job,6,3.2004,.947258,2.9004,7.048058,yes,no,0,2009
2888,234,13,78,0,tested,interviewed,treatment,primary school,in quota,not certified,0,1,0,-.58341897,no bachelor's degree,,second job,10,2.6144,.82971197,0,3.4441121,,,0,2009
2890,234,13,78,3,tested,interviewed,treatment,primary school,in quota,certified,1,1,0,-.17015781,bachelor's degree,0,second job,,2.9494,1.034116,3.125,7.1085162,no,yes,0,2009
2890,234,13,78,2,tested,interviewed,treatment,primary school,in quota,certified,1,1,0,1.7606103,bachelor's degree,0,second job,10,2.626,1.094584,2.175526,5.8961101,no,no,0,2009
2890,234,13,78,0,tested,interviewed,treatment,primary school,in quota,not certified,0,1,0,-.74798846,bachelor's degree,,no second job,0,2.3323,.82278198,0,3.155082,,,0,2009
2889,234,13,78,0,tested,not interviewed,treatment,primary school,,,,,,-.41884953,,,,,,,,,,,,
2889,234,13,78,2,not tested,not interviewed,treatment,primary school,,,,,,,,,,,,,,,,,,
2895,234,13,78,2,not tested,not interviewed,treatment,primary school,,,,,,,,,,,,,,,,,,
2895,234,13,78,0,tested,not interviewed,treatment,primary school,,,,,,-.58341897,,,,,,,,,,,,
2887,234,13,78,2,tested,interviewed,treatment,primary school,not in quota,not certified,0,0,1,1.7606103,no bachelor's degree,0,no second job,0,.25,0,0,.25,yes,yes,0,
2887,234,13,78,3,tested,not interviewed,treatment,primary school,,,,0,1,.5984813,,,,,,,,,,,,
2887,234,13,78,0,tested,not interviewed,treatment,primary school,,,0,0,1,.07485912,,,,,,,,,,,,
2892,234,13,78,0,tested,not interviewed,treatment,primary school,,,,,0,-.74798846,,,,,,,,,,,,
2892,234,13,78,2,not tested,not interviewed,treatment,primary school,,,,,0,,,,,,,,,,,,,
2891,234,13,78,0,tested,not interviewed,treatment,primary school,,,0,0,1,-.41884953,,,,,,,,,,,,
2891,234,13,78,2,tested,interviewed,treatment,primary school,not in quota,not certified,0,0,1,1.9253598,no bachelor's degree,1,no second job,0,.275,0,0,.27500001,no,yes,0,
2893,234,13,78,2,not tested,not interviewed,treatment,primary school,,,,,,,,,,,,,,,,,,
2893,234,13,78,0,tested,not interviewed,treatment,primary school,,,,,,-.58341897,,,,,,,,,,,,
2883,234,13,78,0,tested,not interviewed,treatment,primary school,,,0,0,1,-.41884953,,,,,,,,,,,,
2883,234,13,78,2,tested,interviewed,treatment,primary school,not in quota,not certified,0,0,1,2.2548585,no bachelor's degree,0,second job,3,.275,0,0,.27500001,no,yes,0,
2800,225,13,75,3,tested,interviewed,control,primary school,in quota,certified,1,1,0,-1.2462525,no bachelor's degree,0,no second job,0,3.47339,.998182,2.952815,7.424387,no,yes,0,2010
2800,225,13,75,2,tested,interviewed,control,primary school,in quota,certified,0,1,0,-.87538052,no bachelor's degree,0,second job,12,3.0333,.80545002,0,3.8387501,no,yes,0,2010
2800,225,13,75,0,tested,interviewed,control,primary school,not in quota,not certified,0,1,0,-1.2416968,no bachelor's degree,,no second job,0,2.8118,.75477999,0,3.5665801,,,0,
2802,225,13,75,0,tested,interviewed,control,primary school,not in quota,not certified,0,1,0,-.41884953,no bachelor's degree,,no second job,0,2.7444,.94241601,0,3.686816,,,0,
2802,225,13,75,2,tested,interviewed,control,primary school,in quota,certified,0,1,0,.44261491,no bachelor's degree,1,no second job,0,2.9606,1.029724,0,3.990324,yes,yes,0,2010
2802,225,13,75,3,tested,interviewed,control,primary school,in quota,certified,1,1,0,-1.0925245,no bachelor's degree,1,no second job,0,3.1148,1.16758,2.39003,6.67241,no,yes,0,2010
2804,225,13,75,3,tested,interviewed,control,primary school,in quota,certified,0,1,0,.13729779,bachelor's degree,0,no second job,0,3.2894,.55072099,0,3.840121,no,yes,,2011
2804,225,13,75,0,tested,interviewed,control,primary school,not in quota,not certified,0,1,0,-1.5708358,no bachelor's degree,,no second job,0,2.6786,.43130001,0,3.1099,,,0,
2804,225,13,75,2,tested,interviewed,control,primary school,in quota,not certified,0,1,0,-.0516335,bachelor's degree,0,no second job,0,2.8204,.44556001,0,3.26596,no,yes,0,2011
2805,225,13,75,3,tested,interviewed,control,primary school,in quota,certified,1,1,0,-.78506899,bachelor's degree,0,no second job,0,3.3804,1.232089,,,no,yes,0,2010
2805,225,13,75,2,tested,interviewed,control,primary school,in quota,certified,0,1,0,-1.5343783,bachelor's degree,0,second job,7,2.9606,1.029724,0,3.990324,yes,yes,0,2010
2805,225,13,75,0,tested,interviewed,control,primary school,not in quota,not certified,0,1,0,-.089710355,bachelor's degree,,second job,39,2.7444,.94241601,0,3.686816,,,0,
2806,225,13,75,2,tested,interviewed,control,primary school,not in quota,not certified,0,0,1,.11311606,bachelor's degree,0,no second job,0,2.5596,.74734402,0,3.3069441,yes,yes,0,
2806,225,13,75,3,tested,interviewed,control,primary school,not in quota,not certified,0,0,1,-1.2462525,bachelor's degree,0,no second job,0,2.9494,1.132845,0,4.0822449,yes,no,,
2806,225,13,75,0,tested,interviewed,control,primary school,not in quota,not certified,0,0,1,.40399808,no bachelor's degree,,no second job,0,2.3323,.72943002,0,3.0617299,,,0,
2801,225,13,75,2,tested,interviewed,control,primary school,not in quota,not certified,0,1,0,.11311606,bachelor's degree,0,no second job,0,2.5596,.973584,0,3.5331841,no,yes,1,
2801,225,13,75,0,tested,interviewed,control,primary school,not in quota,not certified,0,1,0,-.91255796,bachelor's degree,,no second job,0,2.3323,.82272202,0,3.1550219,,,0,
2801,225,13,75,3,tested,interviewed,control,primary school,in quota,not certified,0,1,0,.44475338,bachelor's degree,0,no second job,0,2.9494,1.132845,0,4.0822449,yes,no,,2012
2803,225,13,75,2,not tested,not interviewed,control,primary school,,,,,,,,,,,,,,,,,,
2803,225,13,75,0,tested,not interviewed,control,primary school,,,,,,-1.8999748,,,,,,,,,,,,
2807,225,13,75,2,not tested,not interviewed,control,primary school,,,,,0,,,,,,,,,,,,,
2807,225,13,75,0,tested,not interviewed,control,primary school,,,,,0,-.41884953,,,,,,,,,,,,
2683,217,13,73,3,not tested,not interviewed,treatment,junior secondary school,,,1,0,0,,,,,,,,,,,,,
2683,217,13,73,0,tested,interviewed,treatment,junior secondary school,in quota,certified,1,0,0,.3356759,bachelor's degree,,no second job,0,2.5518,.60229999,1.82308,4.97718,,,0,2007
2683,217,13,73,2,tested,interviewed,treatment,junior secondary school,in quota,certified,1,0,0,.26731601,bachelor's degree,0,no second job,0,2.7528,.61650002,2.28378,5.65308,no,yes,0,2007
2681,217,13,73,3,tested,interviewed,treatment,junior secondary school,in quota,certified,1,1,0,-1.8173431,bachelor's degree,0,no second job,0,2.6445,.44705001,2.37,5.4615502,no,yes,1,2009
2681,217,13,73,2,tested,interviewed,treatment,junior secondary school,in quota,certified,1,1,0,.5213986,bachelor's degree,0,second job,0,2.2834,.38550001,1.894395,4.5632949,yes,yes,0,2009
2681,217,13,73,0,tested,interviewed,treatment,junior secondary school,in quota,not certified,0,1,0,.70284992,bachelor's degree,,second job,0,2.1167,0,0,2.1166999,,,0,2009
2688,217,13,73,2,tested,interviewed,treatment,junior secondary school,in quota,certified,1,1,0,.64843988,bachelor's degree,0,no second job,0,1.8301,.84573001,1.3,3.9758301,no,yes,0,2009
2688,217,13,73,0,tested,interviewed,treatment,junior secondary school,in quota,not certified,0,1,0,1.4371977,bachelor's degree,,second job,2,1.7388,.243334,0,1.982134,,,0,2009
2688,217,13,73,3,tested,interviewed,treatment,junior secondary school,in quota,certified,1,1,0,.71210188,bachelor's degree,0,no second job,0,2.1519,.860466,1.933,4.9453659,no,yes,0,2009
2686,217,13,73,3,tested,interviewed,treatment,junior secondary school,in quota,certified,1,1,0,-.14057887,bachelor's degree,0,second job,18,2.87,1.023,2.9,6.7930002,no,yes,0,2009
2686,217,13,73,2,tested,interviewed,treatment,junior secondary school,in quota,certified,1,1,0,.18095851,bachelor's degree,0,second job,18,2.4557,.89703,2.04,5.3927298,yes,yes,0,2009
2686,217,13,73,0,tested,interviewed,treatment,junior secondary school,in quota,not certified,0,1,0,.15443912,bachelor's degree,,second job,12,2.2764,.498696,0,2.7750959,,,0,2009
2687,217,13,73,0,tested,interviewed,treatment,junior secondary school,in quota,certified,1,0,0,-.021840056,bachelor's degree,,second job,16,1.9821,.77369398,1.4,4.1557941,,,0,2007
2687,217,13,73,2,tested,interviewed,treatment,junior secondary school,in quota,certified,1,0,0,-.0079962164,bachelor's degree,0,second job,8,2.2287,.86524999,1.95,5.0439501,no,yes,0,2007
2689,217,13,73,3,tested,interviewed,treatment,junior secondary school,in quota,certified,1,0,0,-.15273418,bachelor's degree,0,no second job,0,2.1519,.75937802,5.88823,8.7995081,no,yes,0,2007
2689,217,13,73,2,tested,interviewed,treatment,junior secondary school,in quota,certified,1,0,0,.067518033,bachelor's degree,0,no second job,0,1.875,.81573999,1.28333,3.9740701,no,yes,0,2007
2689,217,13,73,0,tested,interviewed,treatment,junior secondary school,in quota,certified,1,0,0,-.37439808,bachelor's degree,,no second job,0,1.7381,.66247201,1.223,3.6235721,,,1,2007
2682,217,13,73,0,tested,interviewed,treatment,junior secondary school,in quota,not certified,0,1,0,.36252859,no bachelor's degree,,no second job,0,2.3323,.82272202,0,3.1550219,,,1,2009
2682,217,13,73,2,tested,interviewed,treatment,junior secondary school,in quota,certified,1,1,0,-.74341404,bachelor's degree,0,no second job,0,2.6224,.98237002,2.3957,6.0004702,no,yes,0,2009
2682,217,13,73,3,tested,interviewed,treatment,junior secondary school,in quota,certified,1,1,0,-1.8029567,bachelor's degree,0,no second job,0,3.0309,1.045526,2.50699,6.583416,no,yes,0,2010
2684,217,13,73,2,tested,interviewed,treatment,junior secondary school,in quota,certified,1,1,0,-.18884902,bachelor's degree,0,no second job,0,2.087,.38356,1.76666,4.2372198,no,yes,0,2009
2684,217,13,73,3,tested,interviewed,treatment,junior secondary school,in quota,certified,1,1,0,-1.2076143,bachelor's degree,0,no second job,0,2.468,.7701,2.266666,5.504766,no,yes,0,2009
2684,217,13,73,0,tested,interviewed,treatment,junior secondary school,in quota,not certified,0,1,0,.022398971,bachelor's degree,,no second job,0,1.9346,.36930001,0,2.3039,,,0,2009
2680,217,13,73,0,tested,interviewed,treatment,junior secondary school,in quota,not certified,0,1,0,-1.529215,bachelor's degree,,no second job,0,1.9346,.76704401,0,2.7016439,,,0,2009
2680,217,13,73,3,tested,interviewed,treatment,junior secondary school,in quota,certified,1,1,0,-1.6413419,bachelor's degree,0,no second job,0,2.4689,.89553601,2.1,5.4644361,no,yes,1,2010
2680,217,13,73,2,not tested,not interviewed,treatment,junior secondary school,,,,1,0,,,,,,,,,,,,,
2679,217,13,73,3,tested,not interviewed,treatment,junior secondary school,,,1,1,0,.1185412,,,,,,,,,,,,
2679,217,13,73,0,tested,interviewed,treatment,junior secondary school,in quota,not certified,0,1,0,-1.1383394,bachelor's degree,,second job,21,.265,.0099999998,0,.27500001,,,0,2009
2679,217,13,73,2,tested,interviewed,treatment,junior secondary school,in quota,certified,1,1,0,.20721002,bachelor's degree,0,no second job,0,0,0,1.425,1.425,no,yes,0,2009
2685,217,13,73,2,tested,interviewed,treatment,junior secondary school,in quota,certified,1,,,-1.8525441,bachelor's degree,0,no second job,0,0,0,1.425,1.425,yes,no,0,2009
2685,217,13,73,3,tested,interviewed,treatment,junior secondary school,in quota,certified,1,,,-2.3982995,bachelor's degree,0,second job,6,,0,4.5,,yes,yes,0,2009
2745,220,13,74,2,tested,interviewed,control,junior secondary school,in quota,certified,0,1,0,-.36789045,bachelor's degree,0,no second job,0,2.5596,.86563998,0,3.42524,yes,no,0,2010
2745,220,13,74,0,tested,interviewed,control,junior secondary school,not in quota,not certified,0,1,0,.15208918,bachelor's degree,,no second job,0,2.2764,.72706801,0,3.003468,,,0,
2745,220,13,74,3,tested,interviewed,control,junior secondary school,in quota,certified,1,1,0,-.092721708,bachelor's degree,0,no second job,0,2.87,1.00235,2.06635,5.9387002,yes,yes,0,2010
2738,220,13,74,2,tested,interviewed,control,junior secondary school,not in quota,not certified,0,1,0,.5213986,bachelor's degree,0,no second job,0,2.3229,.83741999,0,3.16032,yes,no,0,
2738,220,13,74,3,tested,interviewed,control,junior secondary school,not in quota,not certified,0,1,0,.022253042,bachelor's degree,0,no second job,0,2.6445,.99142998,0,3.6359301,yes,no,0,
2738,220,13,74,0,tested,interviewed,control,junior secondary school,not in quota,not certified,0,1,0,.70284992,bachelor's degree,,no second job,0,2.1167,.70790398,0,2.824604,,,0,
2742,220,13,74,0,tested,interviewed,control,junior secondary school,not in quota,not certified,0,1,0,.70284992,bachelor's degree,,no second job,0,1.9871,.77369398,0,2.7607939,,,0,
2742,220,13,74,2,tested,interviewed,control,junior secondary school,not in quota,not certified,0,1,0,.39435729,bachelor's degree,0,no second job,0,2.2287,.86524999,0,3.09395,yes,yes,0,
2742,220,13,74,3,tested,not interviewed,control,junior secondary school,,,,1,0,-.89754498,,,,,,,,,,,,
2735,220,13,74,0,tested,interviewed,control,junior secondary school,not in quota,not certified,0,1,0,.15208918,bachelor's degree,,second job,35,.425,0,0,.42500001,,,0,
2735,220,13,74,2,not tested,not interviewed,control,junior secondary school,,,,1,0,,,,,,,,,,,,,
2747,220,13,74,0,tested,interviewed,control,junior secondary school,not in quota,not certified,0,1,0,.886437,no bachelor's degree,,no second job,0,2.4907,.90689802,0,3.397598,,,1,
2747,220,13,74,3,tested,not interviewed,control,junior secondary school,,,,1,0,.82707661,,,,,,,,,,,,
2747,220,13,74,2,tested,interviewed,control,junior secondary school,not in quota,not certified,0,1,0,.90252244,no bachelor's degree,0,no second job,0,2.6868,.99138999,0,3.67819,yes,no,0,
2732,220,13,74,0,not tested,interviewed,control,junior secondary school,in quota,certified,1,0,0,,bachelor's degree,,no second job,0,2.6786,1.1042041,1.90978,5.692584,,,0,2006
2732,220,13,74,2,tested,interviewed,control,junior secondary school,in quota,certified,1,0,0,-.14962754,bachelor's degree,0,no second job,0,2.8896,1.1906,1.9097,5.9899001,no,yes,0,2006
2732,220,13,74,3,tested,not interviewed,control,junior secondary school,,,1,0,0,.20132118,,,,,,,,,,,,
2741,220,13,74,3,tested,interviewed,control,junior secondary school,in quota,not certified,0,1,0,-1.0033728,bachelor's degree,0,no second job,0,2.2114,.86874998,0,3.0801499,yes,no,0,2011
2741,220,13,74,0,tested,interviewed,control,junior secondary school,not in quota,not certified,0,1,0,,bachelor's degree,,no second job,0,1.7381,.73953402,0,2.477634,,,0,
