teacher_id,school_id,district_id,triplet_id,year,treatment,SD,g_score,TARGET,ALREADYCERTIFIED,NOTELIGIBLE,S1,rank4,PAID,base_pay,additional_pay,certification_pay,secondjob,secondjobhours,quota
1185,95,6,32,0,control,junior secondary school,.55172414,0,1,0,bachelor's degree,rank 4,0,2.4907,.80401802,0,no second job,0,in quota
1178,95,6,32,0,control,junior secondary school,.7241379,0,1,0,bachelor's degree,rank 4,1,2.6144,.72746801,1.90978,second job,18,in quota
1172,95,6,32,0,control,junior secondary school,.76666665,1,0,0,bachelor's degree,rank 4,0,2.431,.79565799,0,no second job,0,not in quota
1171,95,6,32,0,control,junior secondary school,.63333333,0,0,1,no bachelor's degree,no rank 4,0,.55,0,0,no second job,0,not in quota
1166,95,6,32,0,control,junior secondary school,.62068963,1,0,0,bachelor's degree,no rank 4,0,.7,0,0,second job,12,not in quota
1168,95,6,32,0,control,junior secondary school,,0,1,0,,,,,,,,,
1183,95,6,32,0,control,junior secondary school,.64102566,0,1,0,bachelor's degree,rank 4,1,2.7444,.74306798,1.954333,no second job,0,in quota
1181,95,6,32,0,control,junior secondary school,.66666669,0,1,0,bachelor's degree,rank 4,1,2.5518,.71995598,1.7969,no second job,0,in quota
1175,95,6,32,0,control,junior secondary school,.74358976,1,0,0,no bachelor's degree,no rank 4,0,1.9484,.58554798,0,no second job,0,not in quota
1176,95,6,32,0,control,junior secondary school,.69230771,0,0,1,no bachelor's degree,no rank 4,0,1.8375,.22758,0,second job,14,not in quota
1184,95,6,32,0,control,junior secondary school,.71794873,1,0,0,bachelor's degree,no rank 4,0,,0,0,no second job,0,not in quota
1165,95,6,32,0,control,junior secondary school,.24242425,1,0,0,bachelor's degree,rank 4,0,2.6786,.73517197,0,second job,36,in quota
1186,95,6,32,0,control,junior secondary school,,1,0,0,no bachelor's degree,rank 4,0,2.5518,.812572,0,second job,1,not in quota
1187,95,6,32,0,control,junior secondary school,.21212122,1,0,0,no bachelor's degree,no rank 4,0,2.3323,.35680601,0,no second job,0,not in quota
1173,95,6,32,0,control,junior secondary school,.18181819,1,0,0,bachelor's degree,no rank 4,0,2.3323,.63140899,0,no second job,0,in quota
1170,95,6,32,0,control,junior secondary school,.39393941,1,0,0,bachelor's degree,no rank 4,0,1.07,.19,0,second job,14,not in quota
1174,95,6,32,0,control,junior secondary school,,0,1,0,bachelor's degree,rank 4,1,2.431,.50958002,1.86592,no second job,0,in quota
1132,93,6,31,0,control,junior secondary school,.96551722,0,1,0,bachelor's degree,rank 4,1,2.4907,.78376102,2.73462,no second job,0,in quota
1135,93,6,31,0,control,junior secondary school,.89655173,1,0,0,bachelor's degree,rank 4,0,2.5518,.72000599,0,no second job,0,in quota
1129,93,6,31,0,control,junior secondary school,.93103451,0,1,0,bachelor's degree,rank 4,1,2.5515,.71995598,1.86592,no second job,0,in quota
1126,93,6,31,0,control,junior secondary school,.89655173,1,0,0,bachelor's degree,no rank 4,0,2.1167,.68965799,0,no second job,0,not in quota
1136,93,6,31,0,control,junior secondary school,,1,0,0,bachelor's degree,rank 4,0,2.49007,.33058,0,no second job,0,not in quota
1125,93,6,31,0,control,junior secondary school,.73333335,1,0,0,bachelor's degree,no rank 4,0,2.2219,.44061601,0,no second job,0,not in quota
1127,93,6,31,0,control,junior secondary school,.62068963,1,0,0,bachelor's degree,no rank 4,0,1.9821,.26851001,0,no second job,0,not in quota
1130,93,6,31,0,control,junior secondary school,.96551722,1,0,0,bachelor's degree,no rank 4,0,1.9017,.659558,0,no second job,0,not in quota
1124,93,6,31,0,control,junior secondary school,.7241379,1,0,0,bachelor's degree,no rank 4,0,.96048,.30000001,0,second job,3,not in quota
1134,93,6,31,0,control,junior secondary school,,0,1,0,bachelor's degree,rank 4,1,2.6786,1.009324,2.000645,no second job,0,in quota
1120,93,6,31,0,control,junior secondary school,.76923078,0,1,0,bachelor's degree,rank 4,1,2.596,.81876302,1.693437,no second job,0,in quota
1119,93,6,31,0,control,junior secondary school,.58974361,0,1,0,bachelor's degree,rank 4,1,2.6786,.33058,2.05,no second job,0,in quota
1121,93,6,31,0,control,junior secondary school,.58974361,0,1,0,bachelor's degree,rank 4,0,2.4907,.80401802,0,no second job,0,in quota
1131,93,6,31,0,control,junior secondary school,.8974359,1,0,0,bachelor's degree,no rank 4,0,1.34,0,0,no second job,0,not in quota
1122,93,6,31,0,control,junior secondary school,.84615386,1,0,0,bachelor's degree,no rank 4,0,1.33,0,0,no second job,0,not in quota
1118,93,6,31,0,control,junior secondary school,.4848485,1,0,0,bachelor's degree,rank 4,0,2.431,.33058,0,no second job,0,not in quota
1133,93,6,31,0,control,junior secondary school,.5151515,1,0,0,bachelor's degree,rank 4,0,2.3727,.787498,0,no second job,0,not in quota
1123,93,6,31,0,control,junior secondary school,.39393941,1,0,0,bachelor's degree,no rank 4,0,2.0452,.67964798,0,second job,18,not in quota
1128,93,6,31,0,control,junior secondary school,.57575756,1,0,0,bachelor's degree,rank 4,0,2.5518,.62734002,0,no second job,0,in quota
1189,96,6,32,0,control,junior secondary school,.75862068,1,0,0,bachelor's degree,rank 4,0,2.6144,.72746801,0,no second job,0,in quota
1199,96,6,32,0,control,junior secondary school,.82758623,1,0,0,bachelor's degree,no rank 4,0,2.1167,.64784598,0,no second job,0,not in quota
1200,96,6,32,0,control,junior secondary school,,1,0,0,bachelor's degree,no rank 4,0,2.1687,.26857999,0,no second job,0,not in quota
1208,96,6,32,0,control,junior secondary school,.68965518,1,0,0,bachelor's degree,rank 4,0,2.431,.79566002,0,second job,6,not in quota
1192,96,6,32,0,control,junior secondary school,.62068963,1,0,0,no bachelor's degree,rank 4,0,2.4907,.71257401,0,no second job,0,not in quota
1207,96,6,32,0,control,junior secondary school,.65517241,1,0,0,no bachelor's degree,rank 4,0,2.431,.79566002,0,no second job,0,not in quota
1196,96,6,32,0,control,junior secondary school,.73333335,1,0,0,bachelor's degree,rank 4,0,2.431,.79566002,0,second job,1,not in quota
1211,96,6,32,0,control,junior secondary school,.2,0,1,0,bachelor's degree,rank 4,0,2.6144,.82133597,0,no second job,0,in quota
1205,96,6,32,0,control,junior secondary school,,1,0,0,bachelor's degree,rank 4,0,2.4907,2.43558,0,no second job,0,not in quota
1193,96,6,32,0,control,junior secondary school,,0,0,1,bachelor's degree,no rank 4,0,1.3,0,0,no second job,0,not in quota
1202,96,6,32,0,control,junior secondary school,,1,0,0,bachelor's degree,rank 4,0,2.4907,.33058,0,no second job,0,not in quota
1191,96,6,32,0,control,junior secondary school,.74358976,0,1,0,bachelor's degree,rank 4,0,2.5518,.71995598,0,no second job,0,in quota
1190,96,6,32,0,control,junior secondary school,.58974361,1,0,0,bachelor's degree,rank 4,0,2.431,.79566002,0,no second job,0,not in quota
1206,96,6,32,0,control,junior secondary school,.84615386,1,0,0,bachelor's degree,no rank 4,0,2.1167,.605744,0,no second job,0,not in quota
1198,96,6,32,0,control,junior secondary school,.76923078,0,1,0,bachelor's degree,rank 4,0,2.4907,.33058,0,no second job,0,in quota
1197,96,6,32,0,control,junior secondary school,.33333334,1,0,0,no bachelor's degree,rank 4,0,2.6786,.64002001,0,no second job,0,in quota
1194,96,6,32,0,control,junior secondary school,,1,0,0,bachelor's degree,rank 4,0,2.431,.61526,0,no second job,0,not in quota
1195,96,6,32,0,control,junior secondary school,.54545456,1,0,0,bachelor's degree,rank 4,0,2.3727,.33058,0,no second job,0,not in quota
1203,96,6,32,0,control,junior secondary school,.15151516,1,0,0,bachelor's degree,rank 4,0,2.431,.79566002,0,no second job,0,not in quota
1204,96,6,32,0,control,junior secondary school,.75862068,0,1,0,bachelor's degree,rank 4,1,2.4907,.71262401,1.815,second job,6,in quota
173,16,1,6,0,treatment,primary school,.66666669,0,0,1,no bachelor's degree,no rank 4,0,1.7808,.74263197,0,no second job,0,not in quota
174,16,1,6,0,treatment,primary school,.64444447,1,0,0,bachelor's degree,no rank 4,0,1.7808,.69558001,0,no second job,0,not in quota
181,16,1,6,0,treatment,primary school,.5777778,1,0,0,bachelor's degree,rank 4,0,2.4974,.47216001,0,second job,12,in quota
187,16,1,6,0,treatment,primary school,.5777778,0,0,1,no bachelor's degree,no rank 4,0,.25,0,0,second job,21,not in quota
183,16,1,6,0,treatment,primary school,.71111113,0,0,1,no bachelor's degree,no rank 4,0,1.14184,.37734401,0,no second job,0,not in quota
175,16,1,6,0,treatment,primary school,.5777778,1,0,0,no bachelor's degree,rank 4,0,2.5518,.43057999,0,no second job,0,not in quota
178,16,1,6,0,treatment,primary school,.62222224,0,0,1,no bachelor's degree,no rank 4,0,1.14184,.44176099,0,no second job,0,not in quota
184,16,1,6,0,treatment,primary school,.66666669,1,0,0,no bachelor's degree,rank 4,0,2.5118,.43057999,0,no second job,0,in quota
176,16,1,6,0,treatment,primary school,.62222224,1,0,0,no bachelor's degree,rank 4,0,2.4907,.71622998,0,no second job,0,in quota
177,16,1,6,0,treatment,primary school,.66666669,0,1,0,bachelor's degree,rank 4,0,2.5518,.50018001,0,no second job,0,in quota
185,16,1,6,0,treatment,primary school,.60000002,1,0,0,bachelor's degree,rank 4,0,2.431,.96459299,0,no second job,0,in quota
180,16,1,6,0,treatment,primary school,.64444447,1,0,0,bachelor's degree,rank 4,0,2.431,.49473,0,no second job,0,in quota
186,16,1,6,0,treatment,primary school,.66666669,0,1,0,bachelor's degree,rank 4,1,2.5518,.80493098,1.7784,no second job,0,in quota
141,13,1,5,0,control,primary school,.48888889,1,0,0,bachelor's degree,rank 4,0,2.2468,.43057999,0,no second job,0,not in quota
143,13,1,5,0,control,primary school,.48888889,1,0,0,bachelor's degree,rank 4,0,2.2219,.80438602,0,second job,24,not in quota
140,13,1,5,0,control,primary school,.48888889,1,0,0,bachelor's degree,rank 4,0,2.4907,.43057999,0,no second job,0,in quota
142,13,1,5,0,control,primary school,.44444445,0,0,1,no bachelor's degree,no rank 4,0,1.403,.32758,0,no second job,0,not in quota
139,13,1,5,0,control,primary school,.48888889,0,1,0,bachelor's degree,rank 4,1,2.6144,.43057999,1.86592,no second job,0,in quota
146,13,1,5,0,control,primary school,.48888889,0,0,1,no bachelor's degree,no rank 4,0,1.1224,.25942799,0,no second job,0,not in quota
144,13,1,5,0,control,primary school,.44444445,1,0,0,no bachelor's degree,rank 4,0,2.7444,.95076001,0,second job,14,in quota
147,13,1,5,0,control,primary school,.48888889,,,0,,,,,,,,,
145,13,1,5,0,control,primary school,.51111114,,,0,,,,,,,,,
149,14,1,5,0,control,primary school,.64444447,1,0,0,no bachelor's degree,rank 4,0,2.7919,.47799799,0,second job,12,not in quota
153,14,1,5,0,control,primary school,.60000002,1,0,0,bachelor's degree,no rank 4,0,1.6676,.56472802,0,no second job,0,not in quota
156,14,1,5,0,control,primary school,.64444447,0,0,1,no bachelor's degree,no rank 4,0,1.14184,.44176099,0,no second job,0,not in quota
155,14,1,5,0,control,primary school,.64444447,1,0,0,bachelor's degree,rank 4,0,2.5518,.819956,0,second job,12,not in quota
150,14,1,5,0,control,primary school,.66666669,0,1,0,bachelor's degree,rank 4,0,2.431,.89565998,0,no second job,0,in quota
148,14,1,5,0,control,primary school,.68888891,1,0,0,bachelor's degree,rank 4,0,2.431,.89565998,0,second job,8,in quota
154,14,1,5,0,control,primary school,.60000002,,,0,,,,,,,,,
151,14,1,5,0,control,primary school,.62222224,,,0,,,,,,,,,
112,10,1,4,0,control,primary school,.37777779,1,0,0,no bachelor's degree,rank 4,0,2.8118,.75334001,0,no second job,0,in quota
119,10,1,4,0,control,primary school,.55555558,0,0,1,no bachelor's degree,no rank 4,0,.25,0,0,no second job,0,not in quota
118,10,1,4,0,control,primary school,.26666668,1,0,0,no bachelor's degree,rank 4,0,2.5518,.91257203,0,no second job,0,not in quota
115,10,1,4,0,control,primary school,.33333334,1,0,0,no bachelor's degree,rank 4,0,2.5518,.91257203,0,no second job,0,not in quota
111,10,1,4,0,control,primary school,.51111114,0,0,1,no bachelor's degree,no rank 4,0,.3,.2,0,no second job,0,not in quota
120,10,1,4,0,control,primary school,.35555556,1,0,0,no bachelor's degree,rank 4,0,2.4907,.43057999,0,no second job,0,not in quota
113,10,1,4,0,control,primary school,.46666667,1,0,0,bachelor's degree,no rank 4,0,2.2219,.36858001,0,second job,2,not in quota
117,10,1,4,0,control,primary school,.68888891,1,0,0,no bachelor's degree,rank 4,0,2.3727,.88749802,0,second job,18,not in quota
114,10,1,4,0,control,primary school,.53333336,,,,,,,,,,,,
116,10,1,4,0,control,primary school,.46666667,,,0,,,,,,,,,
82,7,1,3,0,treatment,primary school,.55555558,0,0,1,no bachelor's degree,no rank 4,0,1.1224,.43958801,0,no second job,0,not in quota
89,7,1,3,0,treatment,primary school,.51111114,1,0,0,bachelor's degree,no rank 4,0,2.3323,.79394501,0,no second job,0,not in quota
88,7,1,3,0,treatment,primary school,.60000002,0,0,1,no bachelor's degree,no rank 4,0,1.9484,.83608299,0,no second job,0,not in quota
85,7,1,3,0,treatment,primary school,.60000002,0,0,1,no bachelor's degree,no rank 4,0,1.6794,.79614401,0,no second job,0,not in quota
83,7,1,3,0,treatment,primary school,.62222224,1,0,0,no bachelor's degree,rank 4,0,2.6786,1.00128,0,no second job,0,in quota
87,7,1,3,0,treatment,primary school,.60000002,,,0,,,,,,,,,
86,7,1,3,0,treatment,primary school,.68888891,0,0,1,,,0,,,,,,
84,7,1,3,0,treatment,primary school,.5777778,,,0,,,,,,,,,
81,7,1,3,0,treatment,primary school,.64444447,0,0,1,,,0,,,,,,
127,11,1,4,0,treatment,primary school,,1,0,0,bachelor's degree,rank 4,0,2.5518,.819956,0,no second job,0,in quota
128,11,1,4,0,treatment,primary school,.55555558,1,0,0,bachelor's degree,rank 4,0,2.4907,.497421,0,no second job,0,in quota
123,11,1,4,0,treatment,primary school,.55555558,1,0,0,bachelor's degree,rank 4,0,2.7919,.94618601,0,no second job,0,in quota
124,11,1,4,0,treatment,primary school,.5777778,0,0,1,no bachelor's degree,no rank 4,0,1.1224,.503456,0,no second job,0,not in quota
129,11,1,4,0,treatment,primary school,.55555558,0,0,1,no bachelor's degree,no rank 4,0,1.1224,.28560799,0,no second job,0,not in quota
126,11,1,4,0,treatment,primary school,,1,0,0,no bachelor's degree,rank 4,0,2.3727,.88749802,0,no second job,0,in quota
122,11,1,4,0,treatment,primary school,.55555558,,,0,,,,,,,,,
125,11,1,4,0,treatment,primary school,.55555558,1,0,0,,,,,,,,,
121,11,1,4,0,treatment,primary school,.60000002,,,0,,,,,,,,,
133,12,1,4,0,control,primary school,.51111114,1,0,0,no bachelor's degree,rank 4,0,2.4907,.43057999,0,second job,14,not in quota
132,12,1,4,0,control,primary school,.44444445,0,0,1,no bachelor's degree,no rank 4,0,.125,0,0,no second job,0,not in quota
131,12,1,4,0,control,primary school,.5777778,0,0,1,no bachelor's degree,no rank 4,0,.15,0,0,no second job,0,not in quota
137,12,1,4,0,control,primary school,.53333336,0,0,1,no bachelor's degree,no rank 4,0,.125,0,0,second job,6,not in quota
136,12,1,4,0,control,primary school,.51111114,1,0,0,no bachelor's degree,rank 4,0,2.4907,.79578799,0,second job,4,not in quota
134,12,1,4,0,control,primary school,.55555558,1,0,0,no bachelor's degree,rank 4,0,2.4907,.81262398,0,second job,4,not in quota
135,12,1,4,0,control,primary school,.55555558,0,1,0,bachelor's degree,rank 4,1,2.8808,.88124001,2.099916,second job,14,in quota
189,17,1,6,0,control,primary school,.5777778,1,0,0,no bachelor's degree,rank 4,0,2.6444,.43057999,0,no second job,0,not in quota
193,17,1,6,0,control,primary school,.53333336,1,0,0,no bachelor's degree,rank 4,0,2.6144,.82746798,0,no second job,0,not in quota
192,17,1,6,0,control,primary school,.5777778,1,0,0,no bachelor's degree,rank 4,0,2.6786,.74001998,0,no second job,0,not in quota
188,17,1,6,0,control,primary school,.55555558,0,0,1,no bachelor's degree,no rank 4,0,1.09544,.49968201,0,no second job,0,not in quota
190,17,1,6,0,control,primary school,.55555558,1,0,0,bachelor's degree,rank 4,0,2.3727,.66739798,0,second job,18,not in quota
191,17,1,6,0,control,primary school,.55555558,1,0,0,no bachelor's degree,rank 4,0,2.4907,.81262398,0,second job,6,not in quota
194,17,1,6,0,control,primary school,.53333336,,0,,,,0,,,,,,
195,17,1,6,0,control,primary school,.5777778,1,0,0,,,0,,,,,,
196,17,1,6,0,control,primary school,.5777778,,,,,,,,,,,,
197,17,1,6,0,control,primary school,.53333336,,,0,,,,,,,,,
165,15,1,5,0,treatment,primary school,.55555558,1,0,0,bachelor's degree,rank 4,0,2.6144,.43057999,0,no second job,0,in quota
159,15,1,5,0,treatment,primary school,.44444445,1,0,0,no bachelor's degree,rank 4,0,2.431,.43057999,0,no second job,0,in quota
162,15,1,5,0,treatment,primary school,.66666669,0,0,1,no bachelor's degree,no rank 4,0,1.6392,.32758,0,no second job,0,not in quota
168,15,1,5,0,treatment,primary school,.33333334,1,0,0,no bachelor's degree,rank 4,0,2.4907,.90401798,0,no second job,0,in quota
163,15,1,5,0,treatment,primary school,.60000002,1,0,0,no bachelor's degree,rank 4,0,2.431,.89576,0,no second job,0,not in quota
167,15,1,5,0,treatment,primary school,.51111114,1,0,0,bachelor's degree,rank 4,0,2.5518,.43057999,0,no second job,0,in quota
158,15,1,5,0,treatment,primary school,.71111113,0,0,1,no bachelor's degree,no rank 4,0,.15,0,0,no second job,0,not in quota
166,15,1,5,0,treatment,primary school,.35555556,1,0,0,no bachelor's degree,rank 4,0,2.4907,.72122997,0,no second job,0,in quota
170,15,1,5,0,treatment,primary school,.68888891,1,0,0,bachelor's degree,no rank 4,0,2.3323,.73161602,0,no second job,0,in quota
169,15,1,5,0,treatment,primary school,.66666669,1,0,0,bachelor's degree,rank 4,0,2.4907,.81262398,0,second job,0,in quota
160,15,1,5,0,treatment,primary school,.55555558,,,0,,,,,,,,,
157,15,1,5,0,treatment,primary school,.5777778,,,,,,,,,,,,
161,15,1,5,0,treatment,primary school,.22222222,,,0,,,,,,,,,
171,15,1,5,0,treatment,primary school,.42222223,,,,,,,,,,,,
172,15,1,5,0,treatment,primary school,.48888889,,,0,,,,,,,,,
93,8,1,3,0,control,primary school,.46666667,1,0,0,no bachelor's degree,rank 4,0,2.6144,.50300503,0,second job,2,not in quota
95,8,1,3,0,control,primary school,.51111114,0,0,1,no bachelor's degree,no rank 4,0,.35,0,0,second job,22,not in quota
94,8,1,3,0,control,primary school,.44444445,1,0,0,no bachelor's degree,rank 4,0,2.5518,.81995797,0,no second job,0,not in quota
96,8,1,3,0,control,primary school,.73333335,0,0,1,no bachelor's degree,no rank 4,0,2.1687,.41794601,0,no second job,0,not in quota
91,8,1,3,0,control,primary school,.64444447,1,0,0,no bachelor's degree,rank 4,0,2.6144,.921336,0,second job,3,not in quota
92,8,1,3,0,control,primary school,.51111114,1,0,0,no bachelor's degree,rank 4,0,2.4907,.497421,0,no second job,0,not in quota
103,9,1,3,0,control,primary school,.55555558,1,0,0,no bachelor's degree,rank 4,0,2.7444,.43064001,0,second job,3,not in quota
109,9,1,3,0,control,primary school,.55555558,0,0,1,no bachelor's degree,no rank 4,0,,.2,0,no second job,0,not in quota
102,9,1,3,0,control,primary school,.5777778,1,0,0,no bachelor's degree,rank 4,0,2.431,.89565998,0,no second job,0,not in quota
105,9,1,3,0,control,primary school,.53333336,0,0,1,no bachelor's degree,no rank 4,0,.175,.2,0,second job,44,not in quota
101,9,1,3,0,control,primary school,.60000002,1,0,0,no bachelor's degree,rank 4,0,2.4907,.43057999,0,no second job,0,not in quota
99,9,1,3,0,control,primary school,.55555558,,,0,,,,,,,,,
205,18,1,6,0,control,primary school,.53333336,0,0,1,no bachelor's degree,no rank 4,0,1.1224,.32345599,0,no second job,0,not in quota
203,18,1,6,0,control,primary school,.55555558,0,0,1,no bachelor's degree,no rank 4,0,1.6113,.67788202,0,no second job,0,not in quota
200,18,1,6,0,control,primary school,.53333336,1,0,0,no bachelor's degree,rank 4,0,2.6144,.080480002,0,no second job,0,not in quota
206,18,1,6,0,control,primary school,.51111114,1,0,0,no bachelor's degree,rank 4,0,2.5518,.98771697,0,no second job,0,not in quota
199,18,1,6,0,control,primary school,.48888889,1,0,0,no bachelor's degree,rank 4,0,2.6786,.74001998,0,no second job,0,not in quota
204,18,1,6,0,control,primary school,.55555558,1,0,0,no bachelor's degree,rank 4,0,2.431,.96459299,0,second job,10,not in quota
198,18,1,6,0,control,primary school,.48888889,,0,,,,0,,,,,,
201,18,1,6,0,control,primary school,.51111114,,,0,,,,,,,,,
202,18,1,6,0,control,primary school,.60000002,1,0,0,,,0,,,,,,
41,4,1,2,0,control,junior secondary school,.93103451,1,0,0,no bachelor's degree,rank 4,0,2.6786,.43057999,0,no second job,0,in quota
39,4,1,2,0,control,junior secondary school,,1,0,0,no bachelor's degree,rank 4,0,2.5518,.43057999,0,second job,2,not in quota
46,4,1,2,0,control,junior secondary school,.86206895,1,0,0,no bachelor's degree,rank 4,0,2.431,.79827303,0,no second job,0,not in quota
35,4,1,2,0,control,junior secondary school,.54137933,1,0,0,bachelor's degree,rank 4,0,2.4907,.43098,0,no second job,0,not in quota
49,4,1,2,0,control,junior secondary school,,1,0,0,bachelor's degree,rank 4,0,2.431,.43057999,0,no second job,0,in quota
50,4,1,2,0,control,junior secondary school,.40632182,1,0,0,no bachelor's degree,rank 4,0,2.6144,.43057999,0,no second job,0,in quota
43,4,1,2,0,control,junior secondary school,.66666669,1,0,0,bachelor's degree,rank 4,0,2.4907,.43057999,0,no second job,0,not in quota
45,4,1,2,0,control,junior secondary school,.61538464,1,0,0,bachelor's degree,no rank 4,0,2.1167,.78965801,0,no second job,0,not in quota
38,4,1,2,0,control,junior secondary school,,1,0,0,bachelor's degree,rank 4,0,2.2062,.86418802,0,no second job,0,not in quota
37,4,1,2,0,control,junior secondary school,,0,1,,,,,,,,,,
40,4,1,2,0,control,junior secondary school,.30303031,1,0,0,bachelor's degree,rank 4,0,2.2604,.43064001,0,no second job,0,not in quota
36,4,1,2,0,control,junior secondary school,.27272728,1,0,0,bachelor's degree,rank 4,0,2.3727,.88749802,0,second job,0,in quota
8,1,1,1,0,control,junior secondary school,,1,0,0,bachelor's degree,no rank 4,0,2.1167,.757177,0,no second job,0,not in quota
9,1,1,1,0,control,junior secondary school,.62068963,1,0,0,bachelor's degree,rank 4,0,2.3159,.94255799,0,second job,4,not in quota
4,1,1,1,0,control,junior secondary school,.40000001,1,0,0,bachelor's degree,no rank 4,0,1.9346,.60298502,0,no second job,0,not in quota
2,1,1,1,0,control,junior secondary school,.55172414,0,0,1,no bachelor's degree,no rank 4,0,.36,0,0,second job,24,not in quota
10,1,1,1,0,control,junior secondary school,.64102566,1,0,0,bachelor's degree,no rank 4,0,1.9821,.40952501,0,second job,23,not in quota
3,1,1,1,0,control,junior secondary school,.45454547,1,0,0,bachelor's degree,no rank 4,0,1.7808,.69989401,0,second job,2,not in quota
7,1,1,1,0,control,junior secondary school,,0,0,1,no bachelor's degree,no rank 4,0,1.7808,.77516901,0,second job,1,not in quota
6,1,1,1,0,control,junior secondary school,,1,0,0,bachelor's degree,no rank 4,0,1.5886,.69542801,0,second job,21,not in quota
55,5,1,2,0,control,junior secondary school,.62068963,1,0,0,bachelor's degree,no rank 4,0,.48,0,0,no second job,0,not in quota
59,5,1,2,0,control,junior secondary school,.65517241,1,0,0,bachelor's degree,no rank 4,0,.36,0,0,no second job,0,not in quota
54,5,1,2,0,control,junior secondary school,.58620691,1,0,0,bachelor's degree,no rank 4,0,.48,0,0,second job,12,not in quota
60,5,1,2,0,control,junior secondary school,.47528735,1,0,0,bachelor's degree,no rank 4,0,.36,.045000002,0,no second job,0,not in quota
52,5,1,2,0,control,junior secondary school,.50862068,1,0,0,bachelor's degree,no rank 4,0,.36,0,0,no second job,0,not in quota
56,5,1,2,0,control,junior secondary school,.79487181,1,0,0,bachelor's degree,rank 4,0,2.2604,.080480002,0,no second job,0,not in quota
53,5,1,2,0,control,junior secondary school,.56410259,1,0,0,bachelor's degree,no rank 4,0,2.173,.75336403,0,no second job,0,not in quota
57,5,1,2,0,control,junior secondary school,.66666669,0,1,0,bachelor's degree,rank 4,0,2.4907,.97601801,0,no second job,0,in quota
58,5,1,2,0,control,junior secondary school,.42424244,0,1,0,bachelor's degree,rank 4,0,2.5518,.80493098,0,no second job,0,in quota
64,5,1,2,0,control,junior secondary school,.30303031,0,0,1,bachelor's degree,no rank 4,0,.24,0,0,no second job,0,not in quota
61,5,1,2,0,control,junior secondary school,.18181819,1,0,0,bachelor's degree,no rank 4,0,2.0954,.703188,0,no second job,0,not in quota
24,2,1,1,0,control,junior secondary school,.75862068,1,0,0,bachelor's degree,no rank 4,0,.225,0,0,second job,24,not in quota
25,2,1,1,0,control,junior secondary school,.75862068,0,0,1,bachelor's degree,no rank 4,0,.224,0,0,no second job,0,not in quota
17,2,1,1,0,control,junior secondary school,.68965518,1,0,0,bachelor's degree,rank 4,0,2.2604,.87177598,0,no second job,0,in quota
15,2,1,1,0,control,junior secondary school,.67701149,1,0,0,bachelor's degree,no rank 4,0,.375,0,0,no second job,0,not in quota
13,2,1,1,0,control,junior secondary school,.69230771,1,0,0,bachelor's degree,no rank 4,0,2.1167,.36858001,0,no second job,0,not in quota
14,2,1,1,0,control,junior secondary school,,0,1,0,bachelor's degree,rank 4,1,2.551,.487306,2.7,no second job,0,in quota
16,2,1,1,0,control,junior secondary school,.63636363,1,0,0,bachelor's degree,no rank 4,0,1.8561,.75317401,0,second job,7,not in quota
12,2,1,1,0,control,junior secondary school,.66666669,1,0,0,bachelor's degree,no rank 4,0,.33,0,0,second job,6,not in quota
21,2,1,1,0,control,junior secondary school,.64102566,1,0,0,bachelor's degree,no rank 4,0,.36,0,0,second job,5,not in quota
78,6,1,2,0,treatment,junior secondary school,.7241379,1,0,0,bachelor's degree,rank 4,0,2.2604,.87177598,0,no second job,0,in quota
65,6,1,2,0,treatment,junior secondary school,.75862068,1,0,0,bachelor's degree,no rank 4,0,.54,0,0,second job,42,not in quota
68,6,1,2,0,treatment,junior secondary school,.71206892,0,1,0,bachelor's degree,rank 4,0,2.4907,.90401798,0,no second job,0,in quota
74,6,1,2,0,treatment,junior secondary school,.76264369,1,0,0,bachelor's degree,rank 4,0,2.2604,.87177598,0,second job,8,in quota
77,6,1,2,0,treatment,junior secondary school,.69540226,1,0,0,bachelor's degree,rank 4,0,2.1687,.796938,0,second job,8,in quota
79,6,1,2,0,treatment,junior secondary school,.71794873,0,1,0,bachelor's degree,rank 4,0,2.4907,.43057999,0,second job,6,in quota
67,6,1,2,0,treatment,junior secondary school,.61538464,1,0,0,no bachelor's degree,rank 4,0,2.4907,.90401798,0,second job,2,in quota
73,6,1,2,0,treatment,junior secondary school,.76923078,1,0,0,bachelor's degree,no rank 4,0,2.1167,.36858001,0,no second job,0,not in quota
69,6,1,2,0,treatment,junior secondary school,.36363637,1,0,0,bachelor's degree,no rank 4,0,1.7808,.36858001,0,second job,6,not in quota
70,6,1,2,0,treatment,junior secondary school,,0,0,1,no bachelor's degree,no rank 4,0,.425,0,0,second job,60,not in quota
76,6,1,2,0,treatment,junior secondary school,.27272728,0,0,1,bachelor's degree,no rank 4,0,.45,0,0,second job,3,not in quota
66,6,1,2,0,treatment,junior secondary school,.69230771,,0,,,,0,,,,,,
27,3,1,1,0,treatment,junior secondary school,.82758623,0,0,1,bachelor's degree,no rank 4,0,.3,0,0,second job,3,not in quota
33,3,1,1,0,treatment,junior secondary school,.82758623,0,0,1,bachelor's degree,no rank 4,0,.225,0,0,no second job,0,not in quota
30,3,1,1,0,treatment,junior secondary school,.33965516,1,0,0,bachelor's degree,no rank 4,0,.51,0,0,no second job,0,not in quota
